emg1,emg2,emg3
0.967742,0.136852,0.151515
0.972630,0.131965,0.151515
0.967742,0.136852,0.146628
0.972630,0.131965,0.151515
0.977517,0.136852,0.151515
0.972630,0.131965,0.146628
0.977517,0.131965,0.151515
0.972630,0.136852,0.151515
0.962854,0.131965,0.151515
0.967742,0.141740,0.151515
0.977517,0.131965,0.146628
0.967742,0.131965,0.156403
0.967742,0.131965,0.156403
0.977517,0.131965,0.146628
0.967742,0.131965,0.151515
0.972630,0.131965,0.151515
0.967742,0.131965,0.146628
0.967742,0.136852,0.151515
0.972630,0.136852,0.151515
0.977517,0.131965,0.151515
0.972630,0.131965,0.151515
0.977517,0.131965,0.151515
0.972630,0.131965,0.151515
0.977517,0.131965,0.151515
0.972630,0.131965,0.151515
0.977517,0.131965,0.151515
0.977517,0.131965,0.146628
0.972630,0.136852,0.156403
0.982405,0.131965,0.151515
0.972630,0.131965,0.156403
0.977517,0.131965,0.151515
0.972630,0.131965,0.151515
0.967742,0.136852,0.151515
0.972630,0.131965,0.151515
0.972630,0.136852,0.156403
1.070381,1.309873,0.547410
1.407625,4.501466,2.008798
1.441838,4.501466,2.590420
1.510264,4.496579,2.394917
1.505376,4.501466,2.825024
1.520039,4.496579,2.184751
1.515152,4.496579,1.666667
1.573803,4.496579,2.077224
1.617791,4.496579,2.390029
1.627566,4.496579,2.165200
1.622678,4.501466,1.857283
1.632454,4.496579,1.808407
1.686217,4.496579,2.531769
1.749756,4.496579,3.103617
1.749756,4.501466,2.883675
1.749756,4.501466,2.502444
1.735093,4.496579,2.184751
1.705767,4.496579,1.671554
1.671554,4.491691,1.319648
1.676442,4.496579,2.204301
1.671554,4.496579,2.326491
1.642229,4.496579,1.901271
1.617791,4.496579,1.798631
1.632454,4.496579,1.969697
1.593353,4.501466,1.466276
1.598240,4.491691,1.456500
1.583578,4.496579,1.495601
1.583578,4.496579,1.598240
1.564027,4.496579,1.378299
1.554252,4.496579,1.256109
1.554252,4.496579,1.666667
