emg1,emg2,emg3
0.850440,0.205279,0.180841
1.187683,0.180841,0.161290
0.913978,0.166178,0.156403
0.718475,0.146628,0.156403
0.557185,0.156403,0.151515
0.278592,0.171065,0.410557
0.185728,0.190616,0.337243
0.391007,0.151515,0.210166
1.050831,0.293255,0.175953
0.923754,0.215054,0.156403
0.650049,0.175953,0.151515
0.439883,0.151515,0.151515
0.259042,0.146628,0.151515
0.185728,0.185728,0.268817
0.161290,0.185728,0.293255
0.601173,0.156403,0.195503
0.684262,0.151515,0.166178
1.241447,0.146628,0.156403
0.752688,0.151515,0.156403
0.566960,0.141740,0.151515
0.391007,0.151515,0.151515
0.219941,0.205279,0.288368
0.166178,0.175953,0.205279
1.197458,0.166178,0.171065
1.143695,0.175953,0.156403
1.070381,0.263930,0.151515
0.762463,0.180841,0.151515
0.806452,0.161290,0.151515
0.459433,0.200391,0.185728
0.249267,0.268817,0.342131
0.518084,0.185728,0.215054
1.260997,0.175953,0.215054
1.583578,0.175953,0.210166
1.559140,0.166178,0.200391
1.544477,0.185728,0.175953
1.265885,0.205279,0.195503
0.943304,0.156403,0.171065
0.806452,0.303030,0.166178
0.361681,0.874878,0.200391
0.215054,0.620723,0.488759
0.718475,0.307918,0.278592
1.412512,0.215054,0.234604
1.329423,0.219941,0.215054
1.060606,0.185728,0.185728
1.177908,0.166178,0.171065
1.006843,0.195503,0.195503
0.425220,0.532747,0.185728
0.303030,0.527859,0.171065
1.774194,0.317693,0.224829
1.798631,0.215054,0.195503
1.168133,0.200391,0.166178
1.133920,0.161290,0.161290
1.031281,0.156403,0.156403
0.752688,0.283480,0.156403
0.371457,0.953079,0.180841
0.366569,0.469208,0.166178
1.925709,0.293255,0.263930
1.891496,0.210166,0.254154
1.412512,0.185728,0.224829
0.928641,0.195503,0.195503
0.532747,0.180841,0.166178
0.361681,1.104594,0.195503
0.215054,0.694037,0.171065
1.554252,0.356794,0.224829
2.199413,0.239492,0.219941
1.720430,0.210166,0.210166
1.265885,0.185728,0.180841
1.265885,0.175953,0.175953
1.036168,0.156403,0.161290
0.449658,0.987292,0.210166
0.249267,0.767351,0.195503
1.969697,0.366569,0.210166
1.485826,0.234604,0.219941
1.593353,0.219941,0.190616
1.573803,0.200391,0.175953
1.383187,0.166178,0.185728
1.260997,0.151515,0.171065
0.552297,0.620723,0.166178
0.303030,0.992180,0.215054
1.715543,0.454545,0.273705
1.495601,0.268817,0.205279
1.520039,0.195503,0.185728
1.534702,0.175953,0.171065
1.695992,0.171065,0.180841
0.645161,0.537634,0.166178
0.312805,1.260997,0.229717
0.772239,0.527859,0.195503
1.583578,0.293255,0.195503
1.485826,0.210166,0.195503
1.402737,0.166178,0.175953
0.977517,0.166178,0.171065
0.845552,0.141740,0.156403
0.513196,0.327468,0.166178
0.263930,1.045943,0.200391
0.865103,0.508309,0.175953
1.974585,0.288368,0.200391
1.661779,0.205279,0.175953
1.314761,0.171065,0.156403
1.549365,0.171065,0.190616
1.295210,0.146628,0.166178
0.738025,0.288368,0.175953
0.351906,1.466276,0.244379
0.733138,0.684262,0.190616
1.964809,0.342131,0.224829
1.466276,0.229717,0.180841
0.698925,0.175953,0.166178
1.143695,0.156403,0.175953
1.104594,0.161290,0.171065
0.552297,0.713587,0.190616
0.278592,1.309873,0.229717
0.430108,0.547410,0.180841
1.735093,0.278592,0.180841
1.329423,0.469208,0.166178
2.043011,0.478983,0.180841
1.867058,0.312805,0.166178
1.378299,0.395894,0.161290
0.855327,0.263930,0.156403
0.400782,0.312805,0.166178
0.244379,0.459433,0.200391
0.488759,0.278592,0.175953
1.197458,0.215054,0.166178
1.114370,0.200391,0.175953
1.871945,0.327468,0.166178
1.647116,0.234604,0.161290
1.036168,0.210166,0.151515
0.439883,0.469208,0.166178
0.239492,0.337243,0.166178
0.229717,0.215054,0.156403
0.928641,0.161290,0.166178
1.168133,0.156403,0.156403
1.476051,0.151515,0.156403
1.344086,0.190616,0.161290
0.982405,0.200391,0.161290
0.703812,0.381232,0.166178
0.332356,0.381232,0.166178
0.410557,0.283480,0.166178
1.036168,0.278592,0.156403
1.461388,0.190616,0.166178
1.001955,0.210166,0.156403
0.977517,0.415445,0.156403
1.260997,0.244379,0.156403
0.982405,0.224829,0.151515
0.659824,0.210166,0.151515
0.337243,0.478983,0.175953
0.513196,0.317693,0.171065
0.850440,0.219941,0.161290
2.033236,0.180841,0.180841
1.764418,0.175953,0.161290
1.945259,0.210166,0.156403
1.187683,0.215054,0.151515
0.738025,0.171065,0.151515
0.415445,0.273705,0.156403
